Author,Study_Ref,Study_DOI,Exposure,Outcome,Instrument,Reported_Measure,Coeff_G_X,Coeff_G_X_SE,Coeff_G_Y,Coeff_G_Y_SE
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs6890961,OR,-0.019,0.003,-0.02,0.046
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs4044321,OR,-0.023,0.003,0.076,0.047
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs2173019,OR,0.028,0.003,-0.018,0.059
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs10042827,OR,0.017,0.003,0.022,0.048
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs359431,OR,-0.014,0.003,-0.014,0.045
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs1059490,OR,-0.019,0.003,-0.031,0.046
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs6932350,OR,0.015,0.003,-0.016,0.045
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs1150668,OR,-0.019,0.003,0.027,0.045
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs1632941,OR,-0.016,0.003,-0.03,0.045
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs3218116,OR,-0.02,0.003,-0.04,0.051
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs160631,OR,-0.017,0.003,-0.009,0.051
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs7743165,OR,0.019,0.003,0.026,0.045
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs79180767,OR,0.02,0.003,0.365,0.675
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs10945141,OR,0.018,0.003,-0.058,0.052
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs17554906,OR,0.014,0.003,-0.081,0.045
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs619087,OR,0.014,0.003,-0.007,0.045
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs6568832,OR,0.019,0.003,0.045,0.052
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs12195240,OR,0.025,0.003,0.008,0.05
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs6936160,OR,0.02,0.003,0.021,0.049
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs12530388,OR,-0.018,0.003,0.043,0.045
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs3800227,OR,0.017,0.003,-0.003,0.051
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs118202,OR,-0.037,0.003,-0.04,0.057
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs73008357,OR,-0.022,0.004,-0.047,0.07
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs9331343,OR,-0.014,0.003,0.037,0.045
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs10698713,OR,-0.034,0.006,-0.154,0.102
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs1737329,OR,0.017,0.003,0.027,0.051
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs10272990,OR,-0.021,0.003,-0.015,0.047
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs6948707,OR,0.024,0.003,-0.015,0.045
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs10259715,OR,-0.019,0.003,0.98,0.696
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs13237637,OR,-0.024,0.003,-0.079,0.045
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs79631993,OR,-0.017,0.003,0.274,0.587
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs7809303,OR,-0.021,0.003,0.063,0.047
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs7802996,OR,-0.021,0.003,-0.014,0.06
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs1030015,OR,0.014,0.003,0.017,0.045
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs4727189,OR,0.015,0.003,0.09,0.047
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs76841737,OR,-0.023,0.004,0.009,0.072
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs11768481,OR,-0.019,0.003,-0.046,0.048
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs1799068,OR,0.017,0.003,0.046,0.045
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs13437771,OR,-0.027,0.004,0.084,0.06
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs11766326,OR,-0.018,0.003,0.079,0.045
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs6968380,OR,-0.023,0.003,-0.022,0.048
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs112913817,OR,0.078,0.012,0.249,0.205
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs10233018,OR,0.025,0.003,0.07,0.045
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs10953957,OR,0.014,0.003,0.046,0.046
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs77283305,OR,-0.015,0.003,-0.029,0.048
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs10279261,OR,-0.019,0.003,0.01,0.046
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs1561112,OR,-0.015,0.003,-0.048,0.046
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs2952251,OR,0.016,0.003,-0.021,0.051
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs4326350,OR,-0.018,0.003,-0.002,0.045
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs11780471,OR,-0.039,0.005,-0.002,0.092
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs11783093,OR,-0.047,0.003,-0.079,0.062
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs1565735,OR,-0.019,0.003,-0.105,0.058
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs7836565,OR,-0.016,0.003,0.019,0.05
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs13261666,OR,-0.02,0.003,-0.034,0.045
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs3850736,OR,0.019,0.003,0.059,0.045
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs2063976,OR,-0.02,0.003,-0.041,0.047
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs6993429,OR,-0.019,0.003,0.032,0.045
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs6986430,OR,-0.024,0.003,-0.144,0.055
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs9987376,OR,-0.02,0.003,-0.003,0.045
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs290601,OR,0.016,0.003,-0.004,0.05
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs3847244,OR,0.019,0.003,-0.065,0.045
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs11791671,OR,0.028,0.005,-0.026,0.09
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs7024924,OR,0.019,0.003,0.035,0.058
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs6474609,OR,-0.016,0.003,0.012,0.046
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs1931431,OR,0.018,0.003,0.001,0.045
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs7867822,OR,-0.015,0.003,-0.006,0.048
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs10966092,OR,-0.02,0.003,-0.02,0.051
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs10969352,OR,0.014,0.003,0.058,0.045
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs4877285,OR,-0.018,0.003,0.024,0.048
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs1930371,OR,-0.017,0.003,0.144,0.05
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs2378662,OR,0.015,0.003,-0.012,0.045
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs1927901,OR,-0.014,0.003,0.107,0.045
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs4837631,OR,-0.015,0.003,0.026,0.045
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs1759433,OR,0.015,0.003,0.023,0.045
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs34553878,OR,0.025,0.004,-0.036,0.073
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs7026534,OR,-0.017,0.003,0.057,0.049
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs10858334,OR,0.023,0.004,0.154,0.061
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs10905461,OR,-0.016,0.003,0.016,0.052
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs7920501,OR,-0.016,0.003,-0.063,0.045
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs1291821,OR,0.014,0.003,-0.022,0.045
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs11258417,OR,-0.015,0.003,-0.038,0.046
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs7072776,OR,-0.022,0.003,0.061,0.051
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs2796793,OR,0.014,0.003,0.043,0.045
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs1733760,OR,0.015,0.003,-0.005,0.045
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs7921378,OR,-0.023,0.003,-0.044,0.045
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs7901883,OR,-0.019,0.003,0.02,0.053
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs11594623,OR,0.027,0.003,-0.084,0.053
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs11191269,OR,0.018,0.003,-0.025,0.056
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs28408682,OR,0.017,0.003,-0.027,0.045
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs12244388,OR,0.026,0.003,0.082,0.047
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs111842178,OR,0.022,0.003,-1243.033,19161.644
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs34970111,OR,-0.015,0.003,-0.032,0.045
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs9787523,OR,-0.016,0.003,-0.087,0.046
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs11192347,OR,-0.026,0.004,0.003,0.071
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs10885480,OR,-0.019,0.003,0.034,0.049
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs4752018,OR,0.019,0.003,-0.021,0.053
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs9423279,OR,-0.019,0.003,-0.038,0.048
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs6265,OR,-0.029,0.003,-0.088,0.058
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs4275621,OR,-0.021,0.003,0.046,0.046
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs62618693,OR,-0.035,0.006,-0.143,0.114
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs2939756,OR,-0.016,0.003,0.008,0.045
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs1381775,OR,-0.016,0.003,0.021,0.049
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs2959084,OR,0.017,0.003,0.002,0.049
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs3740977,OR,0.019,0.003,0.111,0.058
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs61886926,OR,-0.018,0.003,-0.007,0.046
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs61884449,OR,0.02,0.004,-0.079,0.064
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs644740,OR,-0.014,0.003,0.024,0.045
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs7943721,OR,-0.021,0.003,-0.008,0.06
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs7929518,OR,0.019,0.003,0.06,0.055
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs586699,OR,-0.015,0.003,-0.029,0.045
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs76460663,OR,-0.042,0.006,-0.18,0.124
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs2155646,OR,0.038,0.003,0.044,0.046
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs78239456,OR,-0.018,0.003,-4.35,20.49
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs1713676,OR,-0.017,0.003,-0.035,0.045
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs238896,OR,-0.017,0.003,-0.058,0.045
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs540860,OR,0.018,0.003,0.032,0.045
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs1944689,OR,0.018,0.003,-0.049,0.053
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs1834306,OR,-0.014,0.003,0.02,0.046
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs1106363,OR,0.017,0.003,0.042,0.047
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs2010921,OR,0.017,0.003,-0.034,0.048
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs11057005,OR,-0.016,0.003,0.019,0.045
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs13906,OR,-0.025,0.004,-0.085,0.075
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs4759229,OR,0.016,0.003,0.096,0.047
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs7969559,OR,-0.017,0.003,-0.011,0.05
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs7134009,OR,-0.016,0.003,0.006,0.05
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs77215829,OR,-0.024,0.004,-0.018,0.066
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs1109480,OR,-0.017,0.003,-0.08,0.047
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs11611651,OR,0.027,0.005,0.095,0.076
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs17197663,OR,-0.022,0.004,-0.004,0.066
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs4264267,OR,0.015,0.003,0.012,0.045
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs61959481,OR,-0.02,0.003,0.086,0.057
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs3098272,OR,-0.018,0.003,0.111,0.058
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs9538162,OR,0.017,0.003,0.097,0.045
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs1413119,OR,-0.015,0.003,0.056,0.045
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs56367474,OR,-0.017,0.003,-0.084,0.049
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs55786907,OR,0.019,0.003,0.072,0.06
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs4886207,OR,-0.016,0.003,0.006,0.047
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs9540731,OR,-0.018,0.003,-0.02,0.045
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs9545155,OR,-0.016,0.003,-0.014,0.045
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs1772572,OR,-0.017,0.003,0.053,0.047
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs75674569,OR,-0.025,0.004,0.043,0.074
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs7333559,OR,-0.023,0.003,-0.064,0.054
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs1108130,OR,0.024,0.003,-0.069,0.057
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs12855717,OR,0.016,0.003,-0.095,0.045
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs12878369,OR,0.017,0.003,-0.016,0.045
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs2145451,OR,-0.02,0.003,-0.066,0.058
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs9323328,OR,-0.014,0.003,0.101,0.045
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs1811739,OR,0.018,0.003,-0.088,0.053
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs8005334,OR,0.017,0.003,0.018,0.046
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs34940743,OR,0.016,0.003,0.006,0.047
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs2925128,OR,0.017,0.003,-0.023,0.046
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs1381287,OR,0.018,0.003,0.027,0.045
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs55913542,OR,0.019,0.003,0.007,0.058
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs1435672,OR,0.014,0.003,0.024,0.045
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs281296,OR,0.025,0.003,0.05,0.047
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs1435741,OR,0.018,0.003,0.008,0.045
